identificacion_expediente,fecha_ingreso,area_emisora,genero_solicitante,referencia_expediente,area_responsable_respuesta,sintesis_respuesta,nombre_cargo_firmante_respuesta,fecha_respuesta
EX-2019-94291531-APN-CSG#MSYDS,2019-10-18,Ministerio de Desarrollo Social y Saluid,Femenino,"INFORMACION SOBRE CANTIDAD NIÑOS/ AS POR ADOPCION, RECIBIDOS EN ORFANATO Y HOGARES, PRESUPUESTO PARA ALIMENTACION Y EDUCACION PRIMARIA/SECUNDARIA",,Se envío la NO-2019-101818361-APN-DGDYD#MJ con lo informado por la DIRECCION NACIONAL DEL REGISTRO UNICO DE ASPIRANTES A GUARDA CON FINES ADOPTIVOS  NO-2019-96045090-APN-RUAGFA#MJ,Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-11-13
EX-2019-94930857-APN-DNAIP#AAIP,2019-10-21,TAD- Dirección Nacional de Acceso a la Información Pública,Masculino,Solicita saber cuál es el patrimonio actual del presidente de la Nación Mauricio Macri,,"Se envío Nota N° NO-2019-101378640-APN-DNAE#OA, con lo informado por la DIRECCIÓN NACIONAL DE ASUNTOS ESTRATÉGICOS de la OFICINA ANTICORRUPCIÓN",Leonardo Limanski - Director Nacional - Dirección Nacional de Asuntos Estrategicos -Oficina Anticorrupción ,2019-11-12
EX-2019-94682048-APN-DGDYD#MJ,2019-10-21,Dirección de Gestión Documental y Despacho  - DGDYD#MJ,Masculino,"Solicita información relacionada con protección de los Derechos Humanos, teniendo en cuenta el Plan Nacional de Acción en DDHH en Argentina 2017",,SE ENVÍO POR CORREO ELECTRÓNICO LA NOTA N° NO-2019-100495853-APN-DGDYD#MJ JUNTO A LOS INFORMES PERTINENTES (IF-2019-100410546-APNDGPNADDHH# MJ).,Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-11-08
EX-2019-94699640-APN-DGDYD#MJ,2019-10-21,Dirección de Gestión Documental y Despacho  - DGDYD#MJ,Masculino,Información relacionado con Pensiones S/Ley 26.913: Cantidad de pensiones otorgadas periodo 2011-2015 y 2016-2019 ,,SE ENVÍO POR CORREO ELECTRÓNICO LAS NOTAS Nros. NO-2019-99441779- APN-DGDYD#MJ Y NO-2019-106945176-APN-DGDYD#MJ CON LOS INFORMES DE LA DIRECCIÓN DE GESTIÓN DE POLÍTICAS REPARATORIAS Y EL ANSES.,Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-12-03
EX-2019-94874529-APN-DNAIP#AAIP,2019-10-21,TAD- Dirección Nacional de Acceso a la Información Pública,Masculino,Solicito el número de personas privadas de la libertad que no tienen una condena firme por la justicia,,SE ENVÍO POR TAD LA NOTA N° NO-2019-100935728-APN-DGDYD#MJ CON LOS INFORMES DE LA DIRECCIÓN NACIONAL DE POLÍTICA CRIMINAL EN MATERIA DE JUSTICIA Y LEGISLACIÓN PENAL (NO-2019-100585067-APN-DNPCMJYLP#MJ e IF-2019-100547073-APNDNPCMJYLP#MJ),Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-11-11
EX-2019-95295702-APN-OA#MJ,2019-10-22,OA ,Femenino,SOLICITAN ACCEDER A LA DENUNCIA REALIZADA A FINES DE NOVIEMBRE DE 2016 A YACIMIENTOS MINEROS DE AGUA DE DIONISIO (YMAD) CATAMARCA.,,Se dio respuesta mediante la NO-2019-101612719-APN-DNAE#OA,Leonardo Limanski - Director Nacional - OA,2019-11-13
EX-2019-95544149-APN-DNAIP#AAIP,2019-10-23,TAD- Dirección Nacional de Acceso a la Información Pública,Femenino,"Tengo el agrado dedirigirme a usted con el fin de solicitar la siguiente información pública: Copia de la Declaración Jurada Patrimonial del Presidente de la Nación Argentina Ingeniero Mauricio Macri, en la que incluya la información patrimonial de su cónyuge la Sra. Juliana Awada y de sus hijos/as menores de edad. Se solicitan las Declaraciones Juradas presentadas ante la AFIP y la Oficina Anticorrupción en los períodos detallados a continuación: 2015, 2016, 2017, 2018.",,SE ENVÍO POR TAD LA NOTA N° NO-2019-108518827-APN-DGDYD#MJ JUNTO A LA RESOLUCIÓN N° RESOL-2019-1368-APN-MJ DENEGATORIA DE LA SOLICITUD DE ACCESO A LA INFORMACIÓN PÚBLICA.,SILVIA MABEL PARENTI -SUPLENTE DE LA RESPONSABLE DE ACCESO A LA INFORMACIÓN PÚBLICA DEL MJyDDHH,2019-12-06
EX-2019-95997728-APN-DNAIP#AAIP,2019-10-24,TAD- Dirección Nacional de Acceso a la Información Pública,Femenino,"Solicito informe que establezca cantidad de víctimas asistidas, cantidad de abogados y otros profesionales a disposición, tipo de delitos sufridos por esas víctimas atendidas, si desde el Centro se constituyeron como patrocinantes de esas causas, cómo fue el seguimiento y si esos procesos concluyeron. Observaciones: Centro de Asistencia a las Víctimas de Delitos (CENAVID) perteneciente al Ministerio de Justicia y DDHH de la Nación",,Se envío por TAD la NO-2019-101755987-APN-DGDYD#MJ con el Informe de la señora DIRECTORA NACIONAL DE ASISTENCIA A LAS VICTIMAS (IF-2019-101440346-APN-DNAV#MJ),Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-11-13
EX-2019-96078506-APN-DGDYD#MJ,2019-10-24,TAD- Dirección Nacional de Acceso a la Información Pública,Masculino,"El 27 de septiembre de 1954 se ha sancionado por el HONORABLE CONGRESO DE LA NACIÓN la Ley N°14316. El 17 de Julio de 2019 se aplicaron reformas. La Ley establece penas para las personas que maltraten o hagan víctimas de actos de crueldad a los animales. Les solicito la siguiente información: A)¿A raíz de la reforma, se aumentaron los casos de denuncias? ¿Hay más casos que antes? ¿En los casos que sí, se cobraron las multas, se penalizaron o no se realizó ninguna acción?. B)¿Qué se hace con lo recaudado? ¿Se reinvierte en vacunas y castraciones?.",,"Teniendo en consideración no se le aplica la Ley N° 27.275, se informó acudir a la autoridad local respectiva por la vía que corresponda de acuerdo con la Ley local Nº 104.",Eugenia Braguinsky - Directora Nacional de Acceso a la Información Pública,2019-10-31
EX-2019-96130997-APN-INADI#MJ,2019-10-24,INADI,Femenino,Solicita información sobre violencia homofobica,,se envío por correo electronico el IF-2019-101807008-APN-DPYPD#INADI,ANALÍA ALEJANDRA MISKOWIEC - DIRECTORA - INADI,2019-11-14
EX-2019-97790713-APN-DNAIP#AAIP,2019-10-30,TAD- Dirección Nacional de Acceso a la Información Pública,,"Habiendo aprobado la IGJ, y/o su Organismos dependiente Control Federal de Ahorro, tres (3) cambios de modelo, en un Plan de Ahorro de Plan Rombo SA, hecho manifestado por el apodertado de esa sociedad en presentación hecha ante Defensa al Concumidor, y resultando ello un hecho no fáctico ya que ha ninguno de los subscriptores le consta. Solicito se me informe todos los datos fehacientemente documentados de lo declarado por el apoderado de Plan Rombo, y donde consten: Fechas de las presentaciones de Plan Rombo a esa IGJ, solicitando la aprobación de los cambios. Fechas de las aprobaciones que emitiera esa IGJ Detalle de funcionarios intervinientes por parte de la IGJ y que aprobaran esos cambios, acompañando la información con las documentales que fan certeza a la misma.",,Se notifico vía Tad la NO-2019-103505914-APN-DGDYD#MJ con lo informado por la INSPECCION GENERAL DE JUSTICIA por conducto de la Providencia N° PV-2019-103363027-APN-IGJ#MJ,Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-11-21
EX-2019-97911031-APN-DNAIP#AAIP,2019-10-31,TAD- Dirección Nacional de Acceso a la Información Pública,Femenino,"LISTADO COMPLETO DE LOS MEDIADORES FAMILIARES que ingresaron al Registro de Mediadores de Familia que lleva la DIRECCION NACIONAL DE MEDIACION del Ministerio de Justicia y Derechos Humanos de la Nacion, en el año 2019",,SE ENVÍO POR TAD LA NOTA N° NO-2019-102524017-APN-DGDYD#MJ CON LOS INFORMES DE LA DIRECCIÓN NACIONAL DE MEDIACIÓN Y MÉTODOS PARTICIPATIVOS DE RESOLUCIÓN DE CONFLICTOS (IF-2019-102359300-APN-DNMYMPRC#MJ e IF-2019-102462537-APNDGDYD# MJ),Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-11-15
EX-2019-97878301-APN-DNAIP#AAIP,2019-10-31,TAD- Dirección Nacional de Acceso a la Información Pública,Femenino,"LISTADO COMPLETO DE LOS MEDIADORES que ingresaron al Registro de Mediadores que lleva la DIRECCION NACIONAL DE MEDIACION del Ministerio de Justicia y derechos Humanos de la Nacion, en los años 2017, 2018 Y 2019, informando numero de matricula de cada mediador en forma cronologica e informando para cada uno de los matriculados (que ingresaron en los años 2017, 2018,2019) la fecha en que cada uno rindio: 1) el examen escrito, 2) examen oral y 3)Las pasantias (esta ultima fecha de inicio, NO DE FINALIZACION DE LA PASANTIA).",,SE ENVÍO POR TAD LA NOTA N° NO-2019-102524394-APN-DGDYD#MJ CON LOS INFORMES DE LA DIRECCIÓN NACIONAL DE MEDIACIÓN Y MÉTODOS PARTICIPATIVOS DE RESOLUCIÓN DE CONFLICTOS (IF-2019-102350667-APN-DNMYMPRC#MJ e IF-2019-102448303-APNDGDYD# MJ),Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-11-15
EX-2019-98128776-APN-DGDYD#MJ,2019-10-31,Dirección de Gestión Documental y Despacho  - DGDYD#MJ,Masculino,Soliciita acceso y fotocopias de la opinion emitida por el Ministerio de Justicia y Derechos Humanos obrante en el Expediente 111-0195270-1 de la Secretaria Legal y Técnica de Presidencia de la Nación,,Se notifico la NO-2019-97418660-APN-DGDYD#SLYT,Maria Eugenia Ormaechea - Coodinadora - DIRECCION GENERAL DE DESPACHO Y DECRETOS,2019-10-29
EX-2019-98456847-APN-DGDYD#MJ,2019-11-01,Dirección de Gestión Documental y Despacho  - DGDYD#MJ,Femenino,"Solicita información estadistica de ""Causas Judiciales de Abuso Sexual Infantil""",,SE ENVÍO POR CORREO POSTAL LA NOTA N° NO-2019-101377357-APNDGDYD# MJ CON EL INFORME DE LA DIRECCIÓN NACIONAL DE ASISTENCIA A LAS VICTIMAS (IF-2019-100844596-APN-DNAV#MJ).,Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-11-12
EX-2019-99338632-APN-DGDYD#MJ,2019-11-01,Dirección de Gestión Documental y Despacho  - DGDYD#MJ,Masculino,"Informe porcentaje de trabajadoras y trabajadores con discapacidad que se desempeñan en este Ministerio, en todos los tipos de contratación",,SE ENVIARON AL INTERESADO LAS NOTAS Nros. NO-2019-104202967-APNDGDYD# MJ Y NO-2019-110331236-APN-DGDYD#MJ CON LOS INFORMES DE LA DIRECCIÓN GENERAL DE RECURSOS HUMANOS Y LOS ENTES DE COOPERACIÓN TÉNICA Y FINANCIERA.,Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-12-13
EX-2019-98935662-APN-DNAIP#AAIP,2019-11-04,TAD- Dirección Nacional de Acceso a la Información Pública,Femenino,"Número de la cantidad de rescates de víctimas de trata de personas que se han realizado desde el 1 de enero de 2018 a la actualidad, detallando género de las víctimas, edad de las víctimas, provincia de procedencia de las víctimas, nacionalidad de las víctimas, provincia donde se realizó el rescate y si el fin de la trata era la explotación laboral, la explotación sexual u otro (en este caso detallar cual)",,SE ENVÍO LA NOTA N° NO-2019-105430697-APN-DGDYD#MJ JUNTO AL INFORME DE LA COORDINACIÓN DEL PROGRAMA NACIONAL DE RESCATE Y ACOMPAÑAMIENTO A LAS PERSONAS DAMNIFICADAS POR EL DELITO DE TRATA (NO-2019- 105217472-APN-CPNRYAPDDT#MJ e IF-2019-1053939-DGDYD).,Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-11-27
EX-2019-98941990-APN-DNAIP#AAIP,2019-11-04,TAD- Dirección Nacional de Acceso a la Información Pública,Femenino,"“…Solicito, tengan a bien, el número de funcionarios públicos ( miembros de la las fuerzas de suguridad, miembros de alguno de los tres poder politicos o funcionarios diplomáticos en argentina) denunciados, imputados o condenados por el delito de trata de personas, en el periodo 2017, 2018 y lo que va del 2019, detallando en cada una/o el vinculo con el Estado, si esta denunciados, imputados, condenados u otro (en este caso detallar cual), provincia, mes y año, nacionalidad y si el delito de trata era con fines de explotación sexual, laboral u otro (en este caso detallar cual). Conociendo la Ley de Protección de Datos, dejo en claro que no solicito ningún nombre, apellido o dni. También solicito que la información sea enviada en formato reutilizable: cvs o xls. Si el periodo solicitado no se encuentra relevado, solicito se envíe la información que tengan",,SE ENVÍO POR TAD LA NOTA N° NO-2019-105636513-APN-DGYD#MJ,Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-11-27
EX-2019-99219876-APN-DNAIP#AAIP,2019-11-05,TAD- Dirección Nacional de Acceso a la Información Pública,Femenino,"Precise para cada mes del año 2019, la cantidad de dispositivos duales con geolocalización para víctimas de violencia de género que se entregaron a la provincia de Río Negro",,Se notifico por TAD la NO-2019-103115324-APN-DGDYD#MJ con lo informado por la SUBSECRETARIA DE ACCESO A LA JUSTICIA por conducto de la Nota N° NO-2019-103035898-APNSSAJ# MJ,Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-11-20
EX-2019-99814488-APN-DNAIP#AAIP,2019-11-06,TAD- Dirección Nacional de Acceso a la Información Pública,Masculino,"Recibida la información solicitada por expediente 2019-93623965-APNDGDYD#MJ, en ellas ae mencionan como presentados por Plan Rombo SA ante la IGJ vinculados a los ""cambios de modelo"" los expedientes que se detallan a continuacion: 7709504 03/2017 - 7747273 05/2017 - 7766842 07/2017 - 7773618 08/2017 - 7828356 11/2017 7839474 01/2018 - 7863645 02/2018 - 7872896 03/2018 y 7911161 06/2018 que dado que existen inconsistencias entre los cambios de modelo informados a los subscriptores de planes Sandero con las notas donde Renault Argentina informa a Plan Rombo SA de esos ""cambios"" documentación que fuera aportada como respuesta al expediente de la solicitud de acceso a la información publica cuyo expediente se menciona en el inicio, es que solicitamos se nos envíen los expedientes enumerados en la presente.”,",,SE ENVÍO POR TAD LA NOTA N° NO-2019-106025250-APN-DGDYD#MJ CON EL INFORME DEL DEPARTAMENTO DE CONTROL FEDERAL DE AHORRO DE LA IGJ (IF-2019-105926997-APN-IGJ#MJ).,Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-11-28
EX-2019-101004575-APN-DGDYD#MJ,2019-11-06,Dirección de Gestión Documental y Despacho  - DGDYD#MJ,Masculino,Solicita se le informe el estado del trámite y próximos pasos a seguir respecto de los Expedientes Nros. S04:0057920/2014 y S04:0028275/2012 por los que tramitan sus solicitudes formuladas al amparo de las Leyes Nros. 26.913 y 26.564,,"SE ENVÍO POR ""CORREO ELECTRÓNICO"" LA NOTA N° NO-2019-105622840- APN-DGDYD#MJ CON EL INFORME TÉCNICO DE LA DIRECCIÓN DE GESTIÓN DE POLÍTICAS REPARATORIAS DE LA SECDHYPC#MJ (IF-2019-105423829-APN-DGPR#MJ).",Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-11-28
EX-2019-99997151-APN-DGDYD#MJ,2019-11-07,Dirección de Gestión Documental y Despacho  - DGDYD#MJ,Masculino,"Informar qué funciones, incluidas las efectuadas en Unidades Carcelarias, cumplía mi hijo Eugenio Damián VEPPO (DNI 33.877.838) para la DIRECCIÓN DEL REGISTRO NACIONAL DE DATOS GENÉTICOS VINCULADOS A DELITOS CONTRA LA INTEGRIDAD SEXUAL…",,SE ENVÍO AL INTERESADO LA NOTA N° NO-2019-105915683-APN-DGDYD#MJ CON EL INFORME DEL DIRECTOR DEL REGISTRO NACIONAL DE DATOS GENÉTICOS VINCULADOS A DELITOS CONTRA LA INTEGRIDAD SEXUAL (IF-2019-105025981-APNDRNDGVDIS#MJ),Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-11-28
EX-2019-100016721-APN-DNAIP#AAIP,2019-11-07,TAD- Dirección Nacional de Acceso a la Información Pública,Masculino,"Conocer qué datos de mi persona posee la empresa Telecom, los cuales adquirió luego de formar parte del armado del sistema biométrico AFA Plus junto con la Asociación del Fútbol Argentino y la Universidad Tecnológica Nacional (UTN). Asimismo solicito saber en qué estado se encuentran los datos personales de todos los hinchas que se empadronaron en este sistema a fin de corroborar que cumple los requisitos de resguardar la privacidad de ellos y que no está utilizando esos datos para otros fines",,No es una solicitud de acceso a la información pública en los términos de la ley 27.275 sino derecho de acceso del artículo 14 de la ley de protección de datps personales,Eduardo Cimato - Director Nacional  de Protección de Datos Personales,2019-11-11
EX-2019-100196522-APN-DSG#SPF,2019-11-07,SPF,Masculino,"Solicita Ingresó a alguna/s UNIDADES PENITENCIARIAS bajo órbita del SERVICIO PENITENCIARIO FEDERAL, a partir del 1º de marzo de 2018 hasta la fecha. En caso afirmativo, se especifique el DÍA, MES Y AÑO de cada ingreso del Sr. Veppo Eugenio a dichas unidades carcelarias.  Se informe la HORA DE INGRESO Y EGRESO de cada una de ellas.",,SE ENVÍO AL INTERESADO LA NOTA N° NO-2019-112072529-APN-DGDYD#MJ CON LA RESOLUCIÓN N° RESOL-2019-1399-APN-MJ DENEGATORIA DE LA SOLICITUD DE ACCESO A LA INFORMACIÓN PÚBLICA.,Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-12-20
EX-2019-100213482-APN-DNAIP#AAIP,2019-11-07,TAD- Dirección Nacional de Acceso a la Información Pública,Femenino,"Solicito acceso íntegro al expediente en el que constan las distintas actuaciones relacionadas a la formulación del Plan Nacional de Acción en Empresa y Derechos Humanos, incluyendo pero no limitado a: todos los documentos que se hayan presentado para su formulación, la línea de base y la matriz de preguntas confeccionada para su elaboración, pases entre organismos e instituciones intervinientes, dictámenes, reuniones y tareas vinculas a su formulación así como toda otra información pertinente. Informe si fueron elaborados los cinco protocolos y guías de actuación estipulados en el objetivo 5.6 del Plan Nacional de Acción en Derecho Humanos",,SE ENVÍO POR TAD LA NOTA N° NO-2019-109937759-APN-DGDYD#MJ CON TODA LOS ANTECEDENTES APORTADOS POR LA SECRETARÍA DE DERECHOS HUMANOS Y PLURALISMO CULTURAL (PV-2019-107434823-APN-CPPEYDH#MJ).,Silvia Esther Barneda - Directora - Dirección de Gestión Documental y Despacho,2019-12-12
EX-2019-100980531-APN-DNAIP#AAIP,2019-11-11,TAD- Dirección Nacional de Acceso a la Información Pública,Femenino,"Solicitar tenga a bien proveer la siguiente información de manera desagregada, veraz, oportuna, completa, actualizada y en formatos abiertos: Listado de legisladores con mandato vigente con CUIT/CUIL de cada uno de los diputados/as y senadores/as de la Nación. Listado de legisladores electos el pasado 27 de octubre con CUIT/CUIL de cada uno de los diputados/as y senadores/as de la Nación.",,"Se comunicó no es la vía ya que el PDI corresponde al ámbito del Poder Legislativo. Asimismo, se comunicó datos de contacto para que realicé el pedido donde corresponde. NO-2019-105805403-APN-DNAIP#AAIP",Eugenia Braguinsky - Directora Nacional - Dirección Nacional de Acceso a la Información Pública,2019-11-28
